"player","score","minutes","pm","tags","pops","grabs","drops","hold","captures","prevent","returns","pups","pupscomp","flaccids","longholds","handoff","goodhandoff","goregrab","coregrab","gohandoff","cohandoff","retinbase","quickret","saves","holdagainst","season","scpm","success_rate","tpm","poppm","droppm","gpm","hpm","cpm","ppm","rpm","pupm","kdr","limp","LHpm","handpm","GHpm","gorepm","corepm","copm","inbasepm","quickpm","savepm","HApm","cap_per","position"
"Bamboozler",977,280,-44,309,341,268,252,1585,12,2819,262,80,612,107,19,80,47,61,3,27,1,82,69,6,7843,"20",3.48928571428571,-0.157142857142857,1.10357142857143,1.21785714285714,0.9,0.957142857142857,5.66071428571429,0.0428571428571429,10.0678571428571,0.935714285714286,0.285714285714286,0.906158357771261,0.382142857142857,0.0678571428571429,0.285714285714286,0.167857142857143,0.217857142857143,0.0107142857142857,0.00357142857142857,0.292857142857143,0.246428571428571,0.0214285714285714,28.0107142857143,4.47761194029851,"Defense"
"gg!",893,280,-44,140,453,446,397,4058,41,335,96,62,612,112,60,126,83,106,14,43,2,26,26,4,7843,"20",3.18928571428571,-0.157142857142857,0.5,1.61785714285714,1.41785714285714,1.59285714285714,14.4928571428571,0.146428571428571,1.19642857142857,0.342857142857143,0.221428571428571,0.309050772626932,0.4,0.214285714285714,0.45,0.296428571428571,0.378571428571429,0.05,0.00714285714285714,0.0928571428571429,0.0928571428571429,0.0142857142857143,28.0107142857143,9.19282511210762,"Offense"
"GeT_RiGhT",720,200,-7,234,159,90,84,451,4,3355,198,51,450,32,3,31,18,23,0,11,1,80,68,3,5059,"20",3.6,-0.035,1.17,0.795,0.42,0.45,2.255,0.02,16.775,0.99,0.255,1.47169811320755,0.16,0.015,0.155,0.09,0.115,0,0.005,0.4,0.34,0.015,25.295,4.44444444444444,"Defense"
"#SelfySyntax",361,124,11,75,217,198,183,1138,15,402,46,38,297,73,6,60,38,49,5,13,0,14,14,3,3497,"20",2.91129032258065,0.0887096774193548,0.604838709677419,1.75,1.4758064516129,1.59677419354839,9.17741935483871,0.120967741935484,3.24193548387097,0.370967741935484,0.306451612903226,0.345622119815668,0.588709677419355,0.0483870967741935,0.483870967741935,0.306451612903226,0.395161290322581,0.0403225806451613,0,0.112903225806452,0.112903225806452,0.0241935483870968,28.2016129032258,7.57575757575758,"Offense"
"Wanye",1018,236,51,316,181,116,104,746,10,4235,272,70,522,31,6,33,23,37,2,6,0,144,123,1,5571,"20",4.3135593220339,0.216101694915254,1.33898305084746,0.766949152542373,0.440677966101695,0.491525423728814,3.16101694915254,0.0423728813559322,17.9449152542373,1.15254237288136,0.296610169491525,1.74585635359116,0.13135593220339,0.0254237288135593,0.139830508474576,0.0974576271186441,0.156779661016949,0.00847457627118644,0,0.610169491525424,0.521186440677966,0.00423728813559322,23.6059322033898,8.62068965517241,"Defense"
"Frozen",768,240,-11,170,438,394,366,2328,26,668,132,64,522,128,20,95,56,77,6,40,4,26,24,0,6260,"20",3.2,-0.0458333333333333,0.708333333333333,1.825,1.525,1.64166666666667,9.7,0.108333333333333,2.78333333333333,0.55,0.266666666666667,0.388127853881279,0.533333333333333,0.0833333333333333,0.395833333333333,0.233333333333333,0.320833333333333,0.025,0.0166666666666667,0.108333333333333,0.1,0,26.0833333333333,6.5989847715736,"Offense"
"Gryff",1205,280,-11,390,248,168,147,983,16,4011,334,76,576,58,8,62,37,35,4,14,0,143,141,4,7295,"21",4.30357142857143,-0.0392857142857143,1.39285714285714,0.885714285714286,0.525,0.6,3.51071428571429,0.0571428571428571,14.325,1.19285714285714,0.271428571428571,1.57258064516129,0.207142857142857,0.0285714285714286,0.221428571428571,0.132142857142857,0.125,0.0142857142857143,0,0.510714285714286,0.503571428571429,0.0142857142857143,26.0535714285714,9.52380952380952,"Defense"
"Curry",1065,280,8,401,260,156,141,890,11,4211,356,56,576,54,6,46,28,34,2,23,0,173,145,0,7165,"21",3.80357142857143,0.0285714285714286,1.43214285714286,0.928571428571429,0.503571428571429,0.557142857142857,3.17857142857143,0.0392857142857143,15.0392857142857,1.27142857142857,0.2,1.54230769230769,0.192857142857143,0.0214285714285714,0.164285714285714,0.1,0.121428571428571,0.00714285714285714,0,0.617857142857143,0.517857142857143,0,25.5892857142857,7.05128205128205,"Defense"
"ccga4",999,280,-14,284,287,217,199,1406,15,3035,235,62,576,71,12,76,45,50,4,25,0,85,85,3,7548,"21",3.56785714285714,-0.05,1.01428571428571,1.025,0.710714285714286,0.775,5.02142857142857,0.0535714285714286,10.8392857142857,0.839285714285714,0.221428571428571,0.989547038327526,0.253571428571429,0.0428571428571429,0.271428571428571,0.160714285714286,0.178571428571429,0.0142857142857143,0,0.303571428571429,0.303571428571429,0.0107142857142857,26.9571428571429,6.91244239631336,"Defense"
"ooo killem",678,200,-8,141,322,286,266,1961,17,960,118,53,432,85,18,80,59,80,6,28,0,37,30,4,5341,"21",3.39,-0.04,0.705,1.61,1.33,1.43,9.805,0.085,4.8,0.59,0.265,0.437888198757764,0.425,0.09,0.4,0.295,0.4,0.03,0,0.185,0.15,0.02,26.705,5.94405594405594,"Offense"
"Mr. Hat",982,280,-14,312,576,514,482,3195,28,765,238,86,576,180,27,130,78,88,8,41,1,59,53,5,7548,"21",3.50714285714286,-0.05,1.11428571428571,2.05714285714286,1.72142857142857,1.83571428571429,11.4107142857143,0.1,2.73214285714286,0.85,0.307142857142857,0.541666666666667,0.642857142857143,0.0964285714285714,0.464285714285714,0.278571428571429,0.314285714285714,0.0285714285714286,0.00357142857142857,0.210714285714286,0.189285714285714,0.0178571428571429,26.9571428571429,5.44747081712062,"Offense"
"KOBE*BRYANT",712,200,2,179,343,290,268,2107,20,527,139,40,450,89,27,72,48,53,4,32,2,30,27,2,5140,"21",3.56,0.01,0.895,1.715,1.34,1.45,10.535,0.1,2.635,0.695,0.2,0.521865889212828,0.445,0.135,0.36,0.24,0.265,0.02,0.01,0.15,0.135,0.01,25.7,6.89655172413793,"Offense"
"Ty",1372,280,37,425,230,143,125,922,16,4890,358,98,576,46,7,54,28,29,3,16,1,166,146,6,6662,"21",4.9,0.132142857142857,1.51785714285714,0.821428571428571,0.446428571428571,0.510714285714286,3.29285714285714,0.0571428571428571,17.4642857142857,1.27857142857143,0.35,1.84782608695652,0.164285714285714,0.025,0.192857142857143,0.1,0.103571428571429,0.0107142857142857,0.00357142857142857,0.592857142857143,0.521428571428571,0.0214285714285714,23.7928571428571,11.1888111888112,"Defense"
"pulpo",873,280,37,136,522,472,423,2651,42,906,99,56,576,156,23,119,77,120,13,33,4,37,30,2,6662,"21",3.11785714285714,0.132142857142857,0.485714285714286,1.86428571428571,1.51071428571429,1.68571428571429,9.46785714285714,0.15,3.23571428571429,0.353571428571429,0.2,0.260536398467433,0.557142857142857,0.0821428571428571,0.425,0.275,0.428571428571429,0.0464285714285714,0.0142857142857143,0.132142857142857,0.107142857142857,0.00714285714285714,23.7928571428571,8.89830508474576,"Offense"
"grumpy",1156,280,37,357,190,117,106,654,9,5180,299,72,576,38,4,41,29,25,0,16,2,123,118,2,6662,"21",4.12857142857143,0.132142857142857,1.275,0.678571428571429,0.378571428571429,0.417857142857143,2.33571428571429,0.0321428571428571,18.5,1.06785714285714,0.257142857142857,1.87894736842105,0.135714285714286,0.0142857142857143,0.146428571428571,0.103571428571429,0.0892857142857143,0,0.00714285714285714,0.439285714285714,0.421428571428571,0.00714285714285714,23.7928571428571,7.69230769230769,"Defense"
"PingPrisoner",958,240,-41,355,70,23,22,170,2,4581,302,59,486,7,2,8,4,1,0,4,1,147,127,3,5504,"21",3.99166666666667,-0.170833333333333,1.47916666666667,0.291666666666667,0.0916666666666667,0.0958333333333333,0.708333333333333,0.00833333333333333,19.0875,1.25833333333333,0.245833333333333,5.07142857142857,0.0291666666666667,0.00833333333333333,0.0333333333333333,0.0166666666666667,0.00416666666666667,0,0.00416666666666667,0.6125,0.529166666666667,0.0125,22.9333333333333,8.69565217391304,"Defense"
"DT",995,280,-24,224,397,358,323,2452,31,1218,186,69,576,107,23,92,56,81,10,31,1,62,53,3,7080,"21",3.55357142857143,-0.0857142857142857,0.8,1.41785714285714,1.15357142857143,1.27857142857143,8.75714285714286,0.110714285714286,4.35,0.664285714285714,0.246428571428571,0.564231738035264,0.382142857142857,0.0821428571428571,0.328571428571429,0.2,0.289285714285714,0.0357142857142857,0.00357142857142857,0.221428571428571,0.189285714285714,0.0107142857142857,25.2857142857143,8.65921787709497,"Offense"
"Maru",1025,280,37,233,486,434,396,3107,35,1187,177,65,576,133,40,105,70,87,8,48,2,52,44,3,6662,"21",3.66071428571429,0.132142857142857,0.832142857142857,1.73571428571429,1.41428571428571,1.55,11.0964285714286,0.125,4.23928571428571,0.632142857142857,0.232142857142857,0.479423868312757,0.475,0.142857142857143,0.375,0.25,0.310714285714286,0.0285714285714286,0.00714285714285714,0.185714285714286,0.157142857142857,0.0107142857142857,23.7928571428571,8.06451612903226,"Offense"
"EGGO",965,270,-20,303,294,225,206,1213,14,2698,247,79,549,68,6,55,38,47,4,23,1,104,96,0,7597,"21",3.57407407407407,-0.0740740740740741,1.12222222222222,1.08888888888889,0.762962962962963,0.833333333333333,4.49259259259259,0.0518518518518519,9.99259259259259,0.914814814814815,0.292592592592593,1.03061224489796,0.251851851851852,0.0222222222222222,0.203703703703704,0.140740740740741,0.174074074074074,0.0148148148148148,0.0037037037037037,0.385185185185185,0.355555555555556,0,28.137037037037,6.22222222222222,"Defense"
"gg!",965,280,-20,203,428,413,367,3425,40,629,174,52,576,92,45,134,92,85,10,43,9,59,48,3,7696,"21",3.44642857142857,-0.0714285714285714,0.725,1.52857142857143,1.31071428571429,1.475,12.2321428571429,0.142857142857143,2.24642857142857,0.621428571428571,0.185714285714286,0.474299065420561,0.328571428571429,0.160714285714286,0.478571428571429,0.328571428571429,0.303571428571429,0.0357142857142857,0.0321428571428571,0.210714285714286,0.171428571428571,0.0107142857142857,27.4857142857143,9.68523002421307,"Offense"
"CB13",624,160,-29,219,161,112,102,670,9,1827,197,41,342,31,4,28,20,23,2,8,2,91,76,4,4082,"21",3.9,-0.18125,1.36875,1.00625,0.6375,0.7,4.1875,0.05625,11.41875,1.23125,0.25625,1.36024844720497,0.19375,0.025,0.175,0.125,0.14375,0.0125,0.0125,0.56875,0.475,0.025,25.5125,8.03571428571429,"Defense"
