"player","score","minutes","pm","tags","pops","grabs","drops","hold","captures","prevent","returns","pups","pupscomp","flaccids","longholds","handoff","goodhandoff","goregrab","coregrab","gohandoff","cohandoff","retinbase","quickret","saves","holdagainst","season","scpm","success_rate","tpm","poppm","droppm","gpm","hpm","cpm","ppm","rpm","pupm","kdr","limp","LHpm","handpm","GHpm","gorepm","corepm","copm","inbasepm","quickpm","savepm","HApm","cap_per","position"
"ez",1038,280,33,260,410,369,326,2214,40,1206,183,66,612,110,16,113,72,78,8,35,5,61,58,1,7236,"22",3.70714285714286,0.117857142857143,0.928571428571429,1.46428571428571,1.16428571428571,1.31785714285714,7.90714285714286,0.142857142857143,4.30714285714286,0.653571428571429,0.235714285714286,0.634146341463415,0.392857142857143,0.0571428571428571,0.403571428571429,0.257142857142857,0.278571428571429,0.0285714285714286,0.0178571428571429,0.217857142857143,0.207142857142857,0.00357142857142857,25.8428571428571,10.840108401084,"Offense"
"Spjork",1030,280,13,313,416,337,304,1732,26,1561,247,92,612,129,14,84,56,67,4,35,3,70,58,3,7795,"22",3.67857142857143,0.0464285714285714,1.11785714285714,1.48571428571429,1.08571428571429,1.20357142857143,6.18571428571429,0.0928571428571429,5.575,0.882142857142857,0.328571428571429,0.752403846153846,0.460714285714286,0.05,0.3,0.2,0.239285714285714,0.0142857142857143,0.0107142857142857,0.25,0.207142857142857,0.0107142857142857,27.8392857142857,7.71513353115727,"Offense"
"Jihadi",665,200,11,191,314,274,250,1810,23,708,164,50,432,88,15,70,46,64,4,30,1,52,47,2,5624,"22",3.325,0.055,0.955,1.57,1.25,1.37,9.05,0.115,3.54,0.82,0.25,0.60828025477707,0.44,0.075,0.35,0.23,0.32,0.02,0.005,0.26,0.235,0.01,28.12,8.39416058394161,"Offense"
"sun chips",811,240,-8,185,417,379,348,2748,29,594,125,64,522,109,31,101,59,81,9,37,1,37,30,3,5688,"22",3.37916666666667,-0.0333333333333333,0.770833333333333,1.7375,1.45,1.57916666666667,11.45,0.120833333333333,2.475,0.520833333333333,0.266666666666667,0.443645083932854,0.454166666666667,0.129166666666667,0.420833333333333,0.245833333333333,0.3375,0.0375,0.00416666666666667,0.154166666666667,0.125,0.0125,23.7,7.65171503957784,"Offense"
"grumpy",1000,280,18,269,393,365,327,1964,36,1295,201,68,612,119,14,105,70,89,9,18,2,61,54,1,6668,"22",3.57142857142857,0.0642857142857143,0.960714285714286,1.40357142857143,1.16785714285714,1.30357142857143,7.01428571428571,0.128571428571429,4.625,0.717857142857143,0.242857142857143,0.684478371501272,0.425,0.05,0.375,0.25,0.317857142857143,0.0321428571428571,0.00714285714285714,0.217857142857143,0.192857142857143,0.00357142857142857,23.8142857142857,9.86301369863014,"Offense"
"okthen",1047,280,25,226,449,406,356,2746,47,1058,174,72,612,122,28,115,76,91,12,30,2,44,35,5,6985,"22",3.73928571428571,0.0892857142857143,0.807142857142857,1.60357142857143,1.27142857142857,1.45,9.80714285714286,0.167857142857143,3.77857142857143,0.621428571428571,0.257142857142857,0.503340757238307,0.435714285714286,0.1,0.410714285714286,0.271428571428571,0.325,0.0428571428571429,0.00714285714285714,0.157142857142857,0.125,0.0178571428571429,24.9464285714286,11.576354679803,"Offense"
"Ball-erina",960,280,25,207,469,437,395,2678,38,1026,166,66,612,146,22,114,82,111,17,33,1,54,50,5,6985,"22",3.42857142857143,0.0892857142857143,0.739285714285714,1.675,1.41071428571429,1.56071428571429,9.56428571428571,0.135714285714286,3.66428571428571,0.592857142857143,0.235714285714286,0.44136460554371,0.521428571428571,0.0785714285714286,0.407142857142857,0.292857142857143,0.396428571428571,0.0607142857142857,0.00357142857142857,0.192857142857143,0.178571428571429,0.0178571428571429,24.9464285714286,8.69565217391304,"Offense"
"Fender",809,240,-12,214,449,426,383,2824,37,720,151,58,540,137,26,117,64,92,9,31,1,52,51,1,6535,"22",3.37083333333333,-0.05,0.891666666666667,1.87083333333333,1.59583333333333,1.775,11.7666666666667,0.154166666666667,3,0.629166666666667,0.241666666666667,0.476614699331849,0.570833333333333,0.108333333333333,0.4875,0.266666666666667,0.383333333333333,0.0375,0.00416666666666667,0.216666666666667,0.2125,0.00416666666666667,27.2291666666667,8.68544600938967,"Offense"
"Bamboozler",976,280,-5,261,424,351,321,2185,26,1638,192,91,612,113,22,110,65,82,9,32,1,58,47,3,7298,"22",3.48571428571429,-0.0178571428571429,0.932142857142857,1.51428571428571,1.14642857142857,1.25357142857143,7.80357142857143,0.0928571428571429,5.85,0.685714285714286,0.325,0.615566037735849,0.403571428571429,0.0785714285714286,0.392857142857143,0.232142857142857,0.292857142857143,0.0321428571428571,0.00357142857142857,0.207142857142857,0.167857142857143,0.0107142857142857,26.0642857142857,7.40740740740741,"Offense"
"gg!",861,280,-5,197,424,394,366,3009,26,796,147,58,612,101,35,111,74,118,9,48,3,42,34,3,7298,"22",3.075,-0.0178571428571429,0.703571428571429,1.51428571428571,1.30714285714286,1.40714285714286,10.7464285714286,0.0928571428571429,2.84285714285714,0.525,0.207142857142857,0.464622641509434,0.360714285714286,0.125,0.396428571428571,0.264285714285714,0.421428571428571,0.0321428571428571,0.0107142857142857,0.15,0.121428571428571,0.0107142857142857,26.0642857142857,6.5989847715736,"Offense"
"pulpo",655,260,-46,189,567,498,469,2413,28,652,132,59,576,179,13,135,80,119,10,47,1,40,33,6,6964,"22",2.51923076923077,-0.176923076923077,0.726923076923077,2.18076923076923,1.80384615384615,1.91538461538462,9.28076923076923,0.107692307692308,2.50769230769231,0.507692307692308,0.226923076923077,0.333333333333333,0.688461538461538,0.05,0.519230769230769,0.307692307692308,0.457692307692308,0.0384615384615385,0.00384615384615385,0.153846153846154,0.126923076923077,0.0230769230769231,26.7846153846154,5.62248995983936,"Offense"
"d0pe",683,200,12,147,319,312,279,1883,31,613,116,53,432,86,11,84,56,76,7,26,0,31,27,2,5227,"22",3.415,0.06,0.735,1.595,1.395,1.56,9.415,0.155,3.065,0.58,0.265,0.460815047021944,0.43,0.055,0.42,0.28,0.38,0.035,0,0.155,0.135,0.01,26.135,9.93589743589744,"Offense"
"ShinjukuGirl",649,200,-35,237,292,239,229,1526,9,1508,197,55,432,80,14,84,53,46,2,33,2,80,64,1,5717,"22",3.245,-0.175,1.185,1.46,1.145,1.195,7.63,0.045,7.54,0.985,0.275,0.811643835616438,0.4,0.07,0.42,0.265,0.23,0.01,0.01,0.4,0.32,0.005,28.585,3.76569037656904,"Offense"
"titanblue",763,200,9,201,366,321,291,2084,28,502,147,60,414,104,26,97,61,66,9,34,3,38,26,1,4713,"23",3.815,0.045,1.005,1.83,1.455,1.605,10.42,0.14,2.51,0.735,0.3,0.549180327868853,0.52,0.13,0.485,0.305,0.33,0.045,0.015,0.19,0.13,0.005,23.565,8.72274143302181,"Offense"
"ShinjukuGirl",813,260,-5,222,407,350,317,2225,26,849,169,55,576,108,25,89,59,78,9,35,2,37,38,1,7401,"23",3.12692307692308,-0.0192307692307692,0.853846153846154,1.56538461538462,1.21923076923077,1.34615384615385,8.55769230769231,0.1,3.26538461538462,0.65,0.211538461538462,0.545454545454545,0.415384615384615,0.0961538461538462,0.342307692307692,0.226923076923077,0.3,0.0346153846153846,0.00769230769230769,0.142307692307692,0.146153846153846,0.00384615384615385,28.4653846153846,7.42857142857143,"Offense"
